timestamp	board_serial	board	os	kernel	case	model	model_sha256	head_sha256	imgsz	provider	threads	precision	compiler	ops	ambient_C	ambient_source	meter_id	image_root	bb_sha256	opencv	opencv_threads	runtime_driver_sha256	runtime_delegate_sha256	runtime_firmware_sha256	scope	timestamp_measured	idle_wall_W	load_wall_W	sample_interval_qps	gross_mJ_per_frame	net_mJ_per_frame	fixed_samples_n	decode_conf	thermal_end	status	power_scope
2026-09-12T00:34:49+03:00	c051d5dcdb9f4117	NXP FRDM-IMX95	"ID=fsl-imx-xwayland;NAME=""NXP i.MX Release Distro"";VERSION=""6.18-whinlatter (whinlatter)"";VERSION_ID=6.18-whinlatter;VERSION_CODENAME=""whinlatter"";PRETTY_NAME=""NXP i.MX Release Distro 6.18-whinlatter (whinlatter)"";CPE_NAME=""cpe:/o:openembedded:fsl-imx-xwayland:6.18-whinlatter"";"	6.18.2-1.0.0-gf49f45233f7b	qat2	/root/device_runs/imx95_frdm_deployment_20260912/models/qat2.tflite	f3418470d431cd2279f24db061e8569643ac2c4071f28d5ffff0c8d1e6b5e830	99d9f299e3e068f263ea5b4e3ce9113fff8d25e8fda5589b35ad531a3ad62f4e	384	TFLite2.19 Neutron SDK3.0.1 plus CPU fallback and FP32 CPU detection head	4	INT8 backbone; FP32 head	SDK3.0.1 compression disabled	"{""QUANTIZE"": 3, ""RESHAPE"": 28, ""TRANSPOSE"": 13, ""NeutronGraph"": 3, ""SLICE"": 6, ""MUL"": 2, ""DEPTHWISE_CONV_2D"": 2, ""BATCH_MATMUL"": 4, ""SOFTMAX"": 2, ""ADD"": 2, ""DEQUANTIZE"": 3, ""DELEGATE"": 13}"	23	user standing declaration	shellyplugmg3-0892724172c8	/root/device_runs/imx95_frdm_measurements_20260912/kit/test_images_640	1fc76b23b905b8e93d64330423ee2abf23922ded3fb376223e276641dc2aa824	4.12.0	6	8a068ad4d73c7823fcf42fea6c52c50de9ea3ba239047976583e84c20abcba3b	ff8aa7ebfc4f67eb107ccbb73c220807c27c6120e0656c30ffd3cc72673072a8	4e9903ab1ec4f1d518512347c613b948a9081dc3d80051c977ef987aef21de8a	Fixed protocol indices0:350 cached resized images; no accuracy scoring/TEST selection; shared nativeVAL quality is reported separately	2026-09-12T00:58:19+03:00	4.77	6.81	21.755557939078372	313.0234590659499	93.76914192283961	10	0.04	"{""pf09"": 105.0, ""ana-thermal"": 55.78, ""pf53_soc"": 105.0, ""a55-thermal"": 57.29, ""pf53_arm"": 105.0}"	passed	Loaded idle600s/load720s; cached pre+both interpreters+decode at deployment0.04+result conversion; same-window QPS; no capture/JPEG/gate
